ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0021610	facial nerve morphogenesis	2/204	11/18986	0.181818181818182	16.921568627451	5.50479017598453	0.00592809243565481	0.15568387347119	0.136392913560762	SIX1/NRP2	2
BP	GO:0033632	regulation of cell-cell adhesion mediated by integrin	2/204	11/18986	0.181818181818182	16.921568627451	5.50479017598453	0.00592809243565481	0.15568387347119	0.136392913560762	SKAP1/CCL5	2
BP	GO:1904238	pericyte cell differentiation	2/204	11/18986	0.181818181818182	16.921568627451	5.50479017598453	0.00592809243565481	0.15568387347119	0.136392913560762	PDGFB/SPI1	2
BP	GO:0019395	fatty acid oxidation	5/204	107/18986	0.0467289719626168	4.34900128275609	3.62048852918103	0.00598448589426593	0.15568387347119	0.136392913560762	FMO4/FMO2/CYP4F2/MAPK14/PEX7	5
BP	GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	3/204	35/18986	0.0857142857142857	7.97731092436975	4.30581631748628	0.00621179280201667	0.15568387347119	0.136392913560762	JAK3/IRF4/CTSL	3
BP	GO:0060191	regulation of lipase activity	3/204	35/18986	0.0857142857142857	7.97731092436975	4.30581631748628	0.00621179280201667	0.15568387347119	0.136392913560762	ANGPTL4/CCL5/SNCA	3
BP	GO:0110110	positive regulation of animal organ morphogenesis	3/204	35/18986	0.0857142857142857	7.97731092436975	4.30581631748628	0.00621179280201667	0.15568387347119	0.136392913560762	SIX1/BMP2/ROBO1	3
BP	GO:2000406	positive regulation of T cell migration	3/204	35/18986	0.0857142857142857	7.97731092436975	4.30581631748628	0.00621179280201667	0.15568387347119	0.136392913560762	TNFSF14/CCL5/CCL21	3
BP	GO:0019217	regulation of fatty acid metabolic process	5/204	108/18986	0.0462962962962963	4.3087327523602	3.59372667821455	0.00622147637848998	0.15568387347119	0.136392913560762	AVP/FMO4/FMO2/SNCA/FABP5	5
BP	GO:0042472	inner ear morphogenesis	5/204	108/18986	0.0462962962962963	4.3087327523602	3.59372667821455	0.00622147637848998	0.15568387347119	0.136392913560762	FZD2/ZIC1/SIX1/DLX6/PLS1	5
BP	GO:1990266	neutrophil migration	5/204	108/18986	0.0462962962962963	4.3087327523602	3.59372667821455	0.00622147637848998	0.15568387347119	0.136392913560762	PIP5K1C/CXCL11/S100A9/CX3CL1/CCL21	5
BP	GO:2001257	regulation of cation channel activity	5/204	108/18986	0.0462962962962963	4.3087327523602	3.59372667821455	0.00622147637848998	0.15568387347119	0.136392913560762	DRD2/HPCA/CACNB3/STAC/CASQ2	5
BP	GO:0010586	miRNA metabolic process	5/204	110/18986	0.0454545454545455	4.23039215686275	3.54116425512836	0.00671511055161406	0.156980726611725	0.137529072202978	PDGFB/NFATC4/KHSRP/SPI1/BMP2	5
BP	GO:0072676	lymphocyte migration	5/204	110/18986	0.0454545454545455	4.23039215686275	3.54116425512836	0.00671511055161406	0.156980726611725	0.137529072202978	CXCL11/TNFSF14/CX3CL1/CCL5/CCL21	5
BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	10/204	369/18986	0.02710027100271	2.52218502577183	3.0773383238009	0.00674679029292229	0.156980726611725	0.137529072202978	IGLC1/PSG9/SKAP1/CACNB3/NFKBIA/CD38/LPXN/YES1/VTCN1/EIF2B2	10
BP	GO:0048645	animal organ formation	4/204	70/18986	0.0571428571428571	5.31820728291317	3.7721357992156	0.0068288755202142	0.156980726611725	0.137529072202978	SIX1/BMP2/ROBO1/ISL1	4
BP	GO:0097530	granulocyte migration	6/204	156/18986	0.0384615384615385	3.57956259426848	3.37157384554158	0.00686070921897207	0.156980726611725	0.137529072202978	PIP5K1C/CXCL11/S100A9/CX3CL1/CCL5/CCL21	6
BP	GO:0003279	cardiac septum development	5/204	111/18986	0.045045045045045	4.19228051580993	3.51534960707678	0.00697193568892581	0.156980726611725	0.137529072202978	FZD2/NRP2/SLIT3/ROBO1/ISL1	5
BP	GO:0007159	leukocyte cell-cell adhesion	11/204	430/18986	0.0255813953488372	2.38082535339717	3.01842413484233	0.00697407294194857	0.156980726611725	0.137529072202978	IL7R/TNIP1/S100A9/TNFSF14/JAK3/SKAP1/PLA2G2D/CCL5/CCL21/YES1/VTCN1	11
BP	GO:0003263	cardioblast proliferation	2/204	12/18986	0.166666666666667	15.5114379084967	5.24048025702178	0.0070636387367768	0.156980726611725	0.137529072202978	SIX1/ISL1	2
BP	GO:0003264	regulation of cardioblast proliferation	2/204	12/18986	0.166666666666667	15.5114379084967	5.24048025702178	0.0070636387367768	0.156980726611725	0.137529072202978	SIX1/ISL1	2
BP	GO:0031392	regulation of prostaglandin biosynthetic process	2/204	12/18986	0.166666666666667	15.5114379084967	5.24048025702178	0.0070636387367768	0.156980726611725	0.137529072202978	AVP/FABP5	2
BP	GO:0032610	interleukin-1 alpha production	2/204	12/18986	0.166666666666667	15.5114379084967	5.24048025702178	0.0070636387367768	0.156980726611725	0.137529072202978	CX3CL1/ISL1	2
BP	GO:0032650	regulation of interleukin-1 alpha production	2/204	12/18986	0.166666666666667	15.5114379084967	5.24048025702178	0.0070636387367768	0.156980726611725	0.137529072202978	CX3CL1/ISL1	2
BP	GO:0042754	negative regulation of circadian rhythm	2/204	12/18986	0.166666666666667	15.5114379084967	5.24048025702178	0.0070636387367768	0.156980726611725	0.137529072202978	DRD2/CRY1	2
BP	GO:0051583	dopamine uptake involved in synaptic transmission	2/204	12/18986	0.166666666666667	15.5114379084967	5.24048025702178	0.0070636387367768	0.156980726611725	0.137529072202978	DRD2/SNCA	2
BP	GO:0051934	catecholamine uptake involved in synaptic transmission	2/204	12/18986	0.166666666666667	15.5114379084967	5.24048025702178	0.0070636387367768	0.156980726611725	0.137529072202978	DRD2/SNCA	2
BP	GO:2001223	negative regulation of neuron migration	2/204	12/18986	0.166666666666667	15.5114379084967	5.24048025702178	0.0070636387367768	0.156980726611725	0.137529072202978	DRD2/CX3CL1	2
BP	GO:0002704	negative regulation of leukocyte mediated immunity	4/204	71/18986	0.0563380281690141	5.24330295498481	3.73318496139169	0.00717691854922021	0.157522215808686	0.138003464878266	IL7R/JAK3/SPI1/IL13RA2	4
BP	GO:0045920	negative regulation of exocytosis	3/204	37/18986	0.0810810810810811	7.54610492845787	4.15374797805789	0.00725968719291263	0.157522215808686	0.138003464878266	SPI1/SNCA/IL13RA2	3
BP	GO:0099171	presynaptic modulation of chemical synaptic transmission	3/204	37/18986	0.0810810810810811	7.54610492845787	4.15374797805789	0.00725968719291263	0.157522215808686	0.138003464878266	DRD2/APBA1/RAB3A	3
BP	GO:0035264	multicellular organism growth	6/204	158/18986	0.0379746835443038	3.53425167535369	3.33369341566276	0.00728626989423437	0.157522215808686	0.138003464878266	DRD2/PPP1R13L/APBA1/RAI1/ATN1/PLS1	6
BP	GO:0001776	leukocyte homeostasis	5/204	113/18986	0.0442477876106195	4.11808086066285	3.46461986867062	0.00750605113714532	0.159672762208791	0.139887534709766	IL7R/TNFSF14/JAK3/SLC7A11/WDR37	5
BP	GO:0050918	positive chemotaxis	4/204	72/18986	0.0555555555555556	5.17047930283224	3.69496213688459	0.00753647398719909	0.159672762208791	0.139887534709766	S100A4/CX3CL1/CCL5/PDGFB	4
BP	GO:0051148	negative regulation of muscle cell differentiation	4/204	72/18986	0.0555555555555556	5.17047930283224	3.69496213688459	0.00753647398719909	0.159672762208791	0.139887534709766	RPL3L/FOXO4/PDGFB/BMP2	4
BP	GO:0046879	hormone secretion	9/204	319/18986	0.0282131661442006	2.62576064908722	3.05185679904421	0.0077693963873344	0.15977466355294	0.139976809346337	DRD2/RAB3A/CCL5/CD38/CGA/PTPRN2/CRY1/CPE/ISL1	9
BP	GO:0034440	lipid oxidation	5/204	114/18986	0.043859649122807	4.08195734434125	3.43969196313559	0.00778351914886415	0.15977466355294	0.139976809346337	FMO4/FMO2/CYP4F2/MAPK14/PEX7	5
BP	GO:0070229	negative regulation of lymphocyte apoptotic process	3/204	38/18986	0.0789473684210526	7.34752321981424	4.08191422877565	0.00782043649628325	0.15977466355294	0.139976809346337	IL7R/JAK3/CCL5	3
BP	GO:0001906	cell killing	8/204	264/18986	0.0303030303030303	2.8202614379085	3.10390969923034	0.00788409387243494	0.15977466355294	0.139976809346337	IL7R/GZMM/CXCL11/DNASE1L3/ATN1/CD2/CCL21/SPI1	8
BP	GO:0015800	acidic amino acid transport	4/204	73/18986	0.0547945205479452	5.0996508192318	3.65744288724116	0.00790769496267178	0.15977466355294	0.139976809346337	AVP/APBA1/SLC7A11/SNCA	4
BP	GO:0030217	T cell differentiation	9/204	320/18986	0.028125	2.61755514705882	3.0412906073802	0.00792201558681049	0.15977466355294	0.139976809346337	IL7R/PIK3R2/JAK3/IRF4/PSG9/PLA2G2D/CD2/SPI1/CTSL	9
BP	GO:0021559	trigeminal nerve development	2/204	13/18986	0.153846153846154	14.3182503770739	5.00610914837975	0.00828922830899496	0.15977466355294	0.139976809346337	NRP2/ISL1	2
BP	GO:0021979	hypothalamus cell differentiation	2/204	13/18986	0.153846153846154	14.3182503770739	5.00610914837975	0.00828922830899496	0.15977466355294	0.139976809346337	PROP1/NRP2	2
BP	GO:0032530	regulation of microvillus organization	2/204	13/18986	0.153846153846154	14.3182503770739	5.00610914837975	0.00828922830899496	0.15977466355294	0.139976809346337	ATP8B1/PLS1	2
BP	GO:0035810	positive regulation of urine volume	2/204	13/18986	0.153846153846154	14.3182503770739	5.00610914837975	0.00828922830899496	0.15977466355294	0.139976809346337	DRD2/NPR3	2
BP	GO:0043301	negative regulation of leukocyte degranulation	2/204	13/18986	0.153846153846154	14.3182503770739	5.00610914837975	0.00828922830899496	0.15977466355294	0.139976809346337	SPI1/IL13RA2	2
BP	GO:0070278	extracellular matrix constituent secretion	2/204	13/18986	0.153846153846154	14.3182503770739	5.00610914837975	0.00828922830899496	0.15977466355294	0.139976809346337	CREB3L1/BMP2	2
BP	GO:0070417	cellular response to cold	2/204	13/18986	0.153846153846154	14.3182503770739	5.00610914837975	0.00828922830899496	0.15977466355294	0.139976809346337	PLIN1/NFKBIA	2
BP	GO:0008652	amino acid biosynthetic process	4/204	74/18986	0.0540540540540541	5.03073661897191	3.62060392195154	0.00829073160589033	0.15977466355294	0.139976809346337	BHMT/ALDH1A1/MTR/MTHFD2L	4
BP	GO:0070555	response to interleukin-1	5/204	116/18986	0.0431034482758621	4.01157876943881	3.39067947807595	0.00835971487888447	0.15977466355294	0.139976809346337	ADAMTS7/CCL5/NFKBIA/CD38/SNCA	5
BP	GO:0006766	vitamin metabolic process	5/204	117/18986	0.0427350427350427	3.97729177140942	3.36658320185698	0.00865861609952362	0.15977466355294	0.139976809346337	ALDH1A2/CYP4F2/SLC23A2/MTR/MTHFD2L	5
BP	GO:0043270	positive regulation of monoatomic ion transport	7/204	215/18986	0.0325581395348837	3.03014135886913	3.11997612280058	0.00873796258626967	0.15977466355294	0.139976809346337	CXCL11/CX3CL1/CACNB3/CCL5/PDGFB/STAC/SNCA	7
BP	GO:0007416	synapse assembly	8/204	269/18986	0.0297397769516729	2.76784022159049	3.04334015884845	0.00877593924389034	0.15977466355294	0.139976809346337	THBS2/DRD2/SIX1/RAP2A/SDK2/SNCA/MARK1/NRCAM	8
BP	GO:0006865	amino acid transport	6/204	165/18986	0.0363636363636364	3.3843137254902	3.20577833776412	0.00892650899844367	0.15977466355294	0.139976809346337	AVP/SLC6A20/APBA1/SLC38A3/SLC7A11/SNCA	6
BP	GO:0033028	myeloid cell apoptotic process	3/204	40/18986	0.075	6.98014705882353	3.94577720427153	0.00901678969422054	0.15977466355294	0.139976809346337	CCL5/SLC7A11/CTSL	3
BP	GO:0045745	positive regulation of G protein-coupled receptor signaling pathway	3/204	40/18986	0.075	6.98014705882353	3.94577720427153	0.00901678969422054	0.15977466355294	0.139976809346337	DRD2/PDE6G/CCL5	3
BP	GO:0072678	T cell migration	4/204	76/18986	0.0526315789473684	4.89834881320949	3.54887901481195	0.0090928372107551	0.15977466355294	0.139976809346337	CXCL11/TNFSF14/CCL5/CCL21	4
BP	GO:1902893	regulation of miRNA transcription	4/204	76/18986	0.0526315789473684	4.89834881320949	3.54887901481195	0.0090928372107551	0.15977466355294	0.139976809346337	PDGFB/NFATC4/SPI1/BMP2	4
BP	GO:0060348	bone development	7/204	217/18986	0.032258064516129	3.0022137887413	3.09149973806682	0.00916744058038815	0.15977466355294	0.139976809346337	ADAMTS7/BNC2/FOXN3/BMP2/SNX10/MAPK14/PEX7	7
BP	GO:0042886	amide transport	9/204	328/18986	0.0274390243902439	2.55371233859397	2.95817905974488	0.0092267757867514	0.15977466355294	0.139976809346337	DRD2/RAB3A/SLC38A3/CCL5/CD38/PTPRN2/SLC7A11/CPE/ISL1	9
BP	GO:0055074	calcium ion homeostasis	9/204	329/18986	0.027355623100304	2.54595029501162	2.94796305202412	0.00940066809008522	0.15977466355294	0.139976809346337	DRD2/CXCL11/CX3CL1/GRM5/CCL5/CCL21/CASQ2/SNCA/SNX10	9
BP	GO:0009880	embryonic pattern specification	4/204	77/18986	0.051948051948052	4.83473389355742	3.51395163768815	0.00951219112906887	0.15977466355294	0.139976809346337	NRP2/MEIS2/PGAP1/MEIS1	4
BP	GO:0061614	miRNA transcription	4/204	77/18986	0.051948051948052	4.83473389355742	3.51395163768815	0.00951219112906887	0.15977466355294	0.139976809346337	PDGFB/NFATC4/SPI1/BMP2	4
BP	GO:1904377	positive regulation of protein localization to cell periphery	4/204	77/18986	0.051948051948052	4.83473389355742	3.51395163768815	0.00951219112906887	0.15977466355294	0.139976809346337	CACNG2/STAC/SNCA/PLS1	4
BP	GO:0009914	hormone transport	9/204	330/18986	0.0272727272727273	2.53823529411765	2.93778454359174	0.0095770313674408	0.15977466355294	0.139976809346337	DRD2/RAB3A/CCL5/CD38/CGA/PTPRN2/CRY1/CPE/ISL1	9
BP	GO:0015908	fatty acid transport	5/204	120/18986	0.0416666666666667	3.87785947712418	3.29586760897131	0.00959955826184822	0.15977466355294	0.139976809346337	DRD2/PLA2G2D/CYP4F2/REPIN1/FABP5	5
BP	GO:0001977	renal system process involved in regulation of blood volume	2/204	14/18986	0.142857142857143	13.2955182072829	4.79627154906858	0.00960281447609818	0.15977466355294	0.139976809346337	PDGFB/CYP4F2	2
BP	GO:0035630	bone mineralization involved in bone maturation	2/204	14/18986	0.142857142857143	13.2955182072829	4.79627154906858	0.00960281447609818	0.15977466355294	0.139976809346337	BMP2/SNX10	2
BP	GO:0046322	negative regulation of fatty acid oxidation	2/204	14/18986	0.142857142857143	13.2955182072829	4.79627154906858	0.00960281447609818	0.15977466355294	0.139976809346337	FMO4/FMO2	2
BP	GO:0050667	homocysteine metabolic process	2/204	14/18986	0.142857142857143	13.2955182072829	4.79627154906858	0.00960281447609818	0.15977466355294	0.139976809346337	BHMT/MTR	2
BP	GO:0071888	macrophage apoptotic process	2/204	14/18986	0.142857142857143	13.2955182072829	4.79627154906858	0.00960281447609818	0.15977466355294	0.139976809346337	CCL5/CTSL	2
BP	GO:2000288	positive regulation of myoblast proliferation	2/204	14/18986	0.142857142857143	13.2955182072829	4.79627154906858	0.00960281447609818	0.15977466355294	0.139976809346337	SIX1/MEIS2	2
BP	GO:2001279	regulation of unsaturated fatty acid biosynthetic process	2/204	14/18986	0.142857142857143	13.2955182072829	4.79627154906858	0.00960281447609818	0.15977466355294	0.139976809346337	AVP/FABP5	2
BP	GO:0002360	T cell lineage commitment	3/204	41/18986	0.0731707317073171	6.80989956958393	3.88117044073073	0.00965284310955457	0.15977466355294	0.139976809346337	JAK3/IRF4/CTSL	3
BP	GO:0003203	endocardial cushion morphogenesis	3/204	41/18986	0.0731707317073171	6.80989956958393	3.88117044073073	0.00965284310955457	0.15977466355294	0.139976809346337	BMP2/ROBO1/ISL1	3
BP	GO:0042307	positive regulation of protein import into nucleus	3/204	41/18986	0.0731707317073171	6.80989956958393	3.88117044073073	0.00965284310955457	0.15977466355294	0.139976809346337	PIK3R2/ZIC1/MAPK14	3
BP	GO:0051954	positive regulation of amine transport	3/204	41/18986	0.0731707317073171	6.80989956958393	3.88117044073073	0.00965284310955457	0.15977466355294	0.139976809346337	DRD2/AVP/SLC38A3	3
BP	GO:0046394	carboxylic acid biosynthetic process	9/204	331/18986	0.027190332326284	2.53056690954327	2.92764326315521	0.00975588712211724	0.160415286032934	0.140538051590577	AVP/BHMT/ALDH1A2/ALDH1A1/HSD17B12/CBR4/MTR/FABP5/MTHFD2L	9
BP	GO:0048167	regulation of synaptic plasticity	7/204	220/18986	0.0318181818181818	2.96127450980392	3.04939254845644	0.00984041519855273	0.160415286032934	0.140538051590577	DRD2/RAB3A/CX3CL1/GRM5/CD38/NFATC4/SNCA	7
BP	GO:0009308	amine metabolic process	5/204	121/18986	0.0413223140495868	3.8458110516934	3.27280257625437	0.00992823192293172	0.160415286032934	0.140538051590577	DRD2/BHMT/SLC7A11/SNCA/ODC1	5
BP	GO:0019226	transmission of nerve impulse	4/204	78/18986	0.0512820512820513	4.7727501256913	3.47962156016198	0.00994393056906484	0.160415286032934	0.140538051590577	AVP/CACNG2/TYMP/NRCAM	4
BP	GO:0035924	cellular response to vascular endothelial growth factor stimulus	4/204	78/18986	0.0512820512820513	4.7727501256913	3.47962156016198	0.00994393056906484	0.160415286032934	0.140538051590577	ADGRA2/NRP2/MAPK14/ROBO1	4
BP	GO:0016053	organic acid biosynthetic process	9/204	334/18986	0.0269461077844311	2.50783726664318	2.89744011874358	0.010307624356258	0.162480500332404	0.142347362915839	AVP/BHMT/ALDH1A2/ALDH1A1/HSD17B12/CBR4/MTR/FABP5/MTHFD2L	9
BP	GO:0051955	regulation of amino acid transport	3/204	42/18986	0.0714285714285714	6.64775910364146	3.81869025839423	0.0103144202713764	0.162480500332404	0.142347362915839	AVP/SLC38A3/SNCA	3
BP	GO:0070232	regulation of T cell apoptotic process	3/204	42/18986	0.0714285714285714	6.64775910364146	3.81869025839423	0.0103144202713764	0.162480500332404	0.142347362915839	IL7R/JAK3/CCL5	3
BP	GO:2000403	positive regulation of lymphocyte migration	3/204	42/18986	0.0714285714285714	6.64775910364146	3.81869025839423	0.0103144202713764	0.162480500332404	0.142347362915839	TNFSF14/CCL5/CCL21	3
BP	GO:0050853	B cell receptor signaling pathway	4/204	79/18986	0.0506329113924051	4.71233556713825	3.44587029412088	0.0103881901788164	0.162480500332404	0.142347362915839	IGLC1/NFKBIA/CD38/LPXN	4
BP	GO:0051145	smooth muscle cell differentiation	4/204	79/18986	0.0506329113924051	4.71233556713825	3.44587029412088	0.0103881901788164	0.162480500332404	0.142347362915839	SIX1/FOXO4/PDGFB/NFATC4	4
BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	9/204	336/18986	0.0267857142857143	2.49290966386555	2.87748597992726	0.0106883059529674	0.162480500332404	0.142347362915839	IGLC1/SKAP1/CACNB3/NFKBIA/CD38/LPXN/YES1/VTCN1/EIF2B2	9
BP	GO:0022409	positive regulation of cell-cell adhesion	9/204	336/18986	0.0267857142857143	2.49290966386555	2.87748597992726	0.0106883059529674	0.162480500332404	0.142347362915839	IL7R/TNFSF14/CX3CL1/ADAM19/SKAP1/CCL5/CCL21/YES1/VTCN1	9
BP	GO:0051651	maintenance of location in cell	7/204	224/18986	0.03125	2.90839460784314	2.99434674722376	0.0107929877437494	0.162480500332404	0.142347362915839	DRD2/CXCL11/S100A9/CX3CL1/CCL21/CASQ2/SNCA	7
BP	GO:0009066	aspartate family amino acid metabolic process	3/204	43/18986	0.0697674418604651	6.49316005471956	3.75821453434514	0.0110017058383754	0.162480500332404	0.142347362915839	BHMT/MTR/MTHFD2L	3
BP	GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	3/204	43/18986	0.0697674418604651	6.49316005471956	3.75821453434514	0.0110017058383754	0.162480500332404	0.142347362915839	CXCL11/CX3CL1/SNCA	3
BP	GO:0060412	ventricular septum morphogenesis	3/204	43/18986	0.0697674418604651	6.49316005471956	3.75821453434514	0.0110017058383754	0.162480500332404	0.142347362915839	FZD2/SLIT3/ROBO1	3
BP	GO:0006521	regulation of cellular amino acid metabolic process	2/204	15/18986	0.133333333333333	12.4091503267974	4.60684166787152	0.0110023837725163	0.162480500332404	0.142347362915839	BHMT/SLC7A11	2
BP	GO:0035358	regulation of peroxisome proliferator activated receptor signaling pathway	2/204	15/18986	0.133333333333333	12.4091503267974	4.60684166787152	0.0110023837725163	0.162480500332404	0.142347362915839	BMP2/FABP5	2
BP	GO:0060033	anatomical structure regression	2/204	15/18986	0.133333333333333	12.4091503267974	4.60684166787152	0.0110023837725163	0.162480500332404	0.142347362915839	CD248/DRD2	2
BP	GO:0071361	cellular response to ethanol	2/204	15/18986	0.133333333333333	12.4091503267974	4.60684166787152	0.0110023837725163	0.162480500332404	0.142347362915839	DRD2/SLC23A2	2
BP	GO:1901741	positive regulation of myoblast fusion	2/204	15/18986	0.133333333333333	12.4091503267974	4.60684166787152	0.0110023837725163	0.162480500332404	0.142347362915839	TNFSF14/MAPK14	2
BP	GO:0032409	regulation of transporter activity	7/204	225/18986	0.0311111111111111	2.89546840958606	2.9807756130351	0.0110412522649621	0.162480500332404	0.142347362915839	DRD2/CACNG2/HPCA/CACNB3/STAC/CASQ2/SNCA	7
BP	GO:0006869	lipid transport	11/204	459/18986	0.0239651416122004	2.23040283651587	2.78099739477031	0.0110433568507864	0.162480500332404	0.142347362915839	DRD2/ATP8B1/PLA2G2D/STARD5/NFKBIA/CYP4F2/PITPNA/REPIN1/CRY1/SOAT1/FABP5	11
BP	GO:0002260	lymphocyte homeostasis	4/204	81/18986	0.0493827160493827	4.59598160251755	3.38003421169321	0.011314792593287	0.165706962495235	0.145174030605113	IL7R/TNFSF14/JAK3/WDR37	4
BP	GO:0051048	negative regulation of secretion	6/204	175/18986	0.0342857142857143	3.1909243697479	3.03451951678947	0.0117062375682163	0.169226609906414	0.148257554636303	DRD2/CYP4F2/SPI1/SNCA/IL13RA2/CRY1	6
BP	GO:0042119	neutrophil activation	3/204	44/18986	0.0681818181818182	6.34558823529412	3.69963083902627	0.011714869156517	0.169226609906414	0.148257554636303	DNASE1L3/CCL5/SPI1	3
BP	GO:0046717	acid secretion	3/204	44/18986	0.0681818181818182	6.34558823529412	3.69963083902627	0.011714869156517	0.169226609906414	0.148257554636303	DRD2/APBA1/SNX10	3
BP	GO:0009266	response to temperature stimulus	6/204	176/18986	0.0340909090909091	3.17279411764706	3.01807466234656	0.0120142345757104	0.172765780459764	0.151358182675657	PLIN1/CRNN/NFKBIA/STAC/LXN/EIF2B2	6
BP	GO:0051279	regulation of release of sequestered calcium ion into cytosol	4/204	83/18986	0.0481927710843374	4.48523505787857	3.31631075456435	0.0122930116472858	0.174036695127157	0.152471616909453	CXCL11/CX3CL1/CASQ2/SNCA	4
BP	GO:0051952	regulation of amine transport	4/204	83/18986	0.0481927710843374	4.48523505787857	3.31631075456435	0.0122930116472858	0.174036695127157	0.152471616909453	DRD2/AVP/SLC38A3/SNCA	4
BP	GO:0003176	aortic valve development	3/204	45/18986	0.0666666666666667	6.20457516339869	3.64283546570484	0.0124540646515279	0.174036695127157	0.152471616909453	SLIT3/BMP2/ROBO1	3
BP	GO:0030033	microvillus assembly	2/204	16/18986	0.125	11.6335784313725	4.4346079469024	0.0124859554716777	0.174036695127157	0.152471616909453	ATP8B1/RAP2A	2
BP	GO:0051969	regulation of transmission of nerve impulse	2/204	16/18986	0.125	11.6335784313725	4.4346079469024	0.0124859554716777	0.174036695127157	0.152471616909453	AVP/TYMP	2
BP	GO:0060856	establishment of blood-brain barrier	2/204	16/18986	0.125	11.6335784313725	4.4346079469024	0.0124859554716777	0.174036695127157	0.152471616909453	ADGRA2/MXRA8	2
BP	GO:0090336	positive regulation of brown fat cell differentiation	2/204	16/18986	0.125	11.6335784313725	4.4346079469024	0.0124859554716777	0.174036695127157	0.152471616909453	SIX1/MAPK14	2
BP	GO:0050678	regulation of epithelial cell proliferation	10/204	406/18986	0.0246305418719212	2.29233072539361	2.74323680036604	0.01265473677975	0.175619010856094	0.153857866156924	DRD2/POLD4/CRNN/ALDH1A2/SIX1/DLX6/CCL5/PDGFB/NRP2/ROBO1	10
BP	GO:0042471	ear morphogenesis	5/204	129/18986	0.0387596899224806	3.60731114151087	3.09671245912286	0.01283979305129	0.17741244485652	0.155429073778773	FZD2/ZIC1/SIX1/DLX6/PLS1	5
BP	GO:0062012	regulation of small molecule metabolic process	9/204	348/18986	0.0258620689655172	2.40694726166329	2.76068752754461	0.0131986154465108	0.181580951900482	0.159081056532336	AVP/BHMT/FMO4/FMO2/SLC7A11/BMP2/SNCA/CRY1/FABP5	9
BP	GO:0002437	inflammatory response to antigenic stimulus	4/204	85/18986	0.0470588235294118	4.37970011534025	3.25457815197528	0.0133238088805611	0.181729891083361	0.15921154049733	PLA2G2D/PNMA1/YES1/MAPK14	4
BP	GO:0097009	energy homeostasis	4/204	85/18986	0.0470588235294118	4.37970011534025	3.25457815197528	0.0133238088805611	0.181729891083361	0.15921154049733	IGF2BP2/FMO4/FMO2/MAPK14	4
BP	GO:0021700	developmental maturation	9/204	350/18986	0.0257142857142857	2.39319327731092	2.74169100866959	0.0136563023897038	0.185468927326832	0.162487268649422	ADAMTS7/RAB3A/CX3CL1/ALDH1A2/NFATC4/CCL21/BMP2/SNX10/NRCAM	9
BP	GO:0032309	icosanoid secretion	3/204	47/18986	0.0638297872340425	5.94055068836045	3.53423344740878	0.0140110975764558	0.18669928946201	0.163565175259851	DRD2/PLA2G2D/CYP4F2	3
BP	GO:0032892	positive regulation of organic acid transport	3/204	47/18986	0.0638297872340425	5.94055068836045	3.53423344740878	0.0140110975764558	0.18669928946201	0.163565175259851	AVP/SLC38A3/CYP4F2	3
BP	GO:0050919	negative chemotaxis	3/204	47/18986	0.0638297872340425	5.94055068836045	3.53423344740878	0.0140110975764558	0.18669928946201	0.163565175259851	NRP2/SLIT3/ROBO1	3
BP	GO:0021783	preganglionic parasympathetic fiber development	2/204	17/18986	0.117647058823529	10.9492502883506	4.27702772112318	0.0140515811205893	0.18669928946201	0.163565175259851	SIX1/NRP2	2
BP	GO:0061548	ganglion development	2/204	17/18986	0.117647058823529	10.9492502883506	4.27702772112318	0.0140515811205893	0.18669928946201	0.163565175259851	SIX1/NRP2	2
BP	GO:0051258	protein polymerization	8/204	293/18986	0.0273037542662116	2.54112293381516	2.77064610521821	0.0141413786014135	0.18669928946201	0.163565175259851	KRT5/PIK3R2/MICALL2/CCL21/CASQ2/CARMIL1/SNCA/MEGF9	8
BP	GO:0007389	pattern specification process	11/204	476/18986	0.023109243697479	2.15074559235459	2.64989736583742	0.0141581273632298	0.18669928946201	0.163565175259851	ZIC1/ALDH1A2/SIX1/PROP1/NRP2/MEIS2/BMP2/PGAP1/ROBO1/MEIS1/ISL1	11
BP	GO:0014902	myotube differentiation	5/204	133/18986	0.037593984962406	3.49882058086392	3.01383954698382	0.0144917527582985	0.190309050685424	0.166727647001738	TNFSF14/RPL3L/SIX1/KCNH1/MAPK14	5
BP	GO:0034765	regulation of monoatomic ion transmembrane transport	9/204	354/18986	0.0254237288135593	2.36615154536391	2.70408436649779	0.0146068963161072	0.190798019402549	0.167156027067584	DRD2/CXCL11/CX3CL1/HPCA/CACNB3/KCNJ9/STAC/CASQ2/SNCA	9
BP	GO:0072659	protein localization to plasma membrane	8/204	295/18986	0.0271186440677966	2.5238949817215	2.74915511404828	0.0146769711776359	0.190798019402549	0.167156027067584	PIK3R2/SKAP1/CACNB3/RAP2A/GAK/STAC/EPB41L3/PLS1	8
BP	GO:0007520	myoblast fusion	3/204	48/18986	0.0625	5.81678921568627	3.48225580296101	0.0148291726848425	0.190798019402549	0.167156027067584	TNFSF14/KCNH1/MAPK14	3
